大湖尖山步道區,120.6334,23.488952,49191
中埔嘉檳文化館,120.52198,23.4249,29754
太平風景區,120.6033,23.55982,61091
陶藝之村墘窯休閒陶坊,120.27543,23.50638,N/A
豐山生態園區,120.5078,23.39014,34615
龍隱寺,120.607,23.43858,37467
嘉義酒廠,120.44606,23.5207,23070
好美里3D海洋世界,120.13813,23.33703,51549
好美寮自然生態保護區,120.13119,23.363,N/A
青雲瀑布,120.6407,23.30144,72506
大潭村精忠廟,120.3703,23.55239,24874
大埔運動公園,120.5937,23.29492,153383
達娜伊谷生態園區,120.6775,23.38301,N/A
梅山公園-樹屋平台,120.55655,23.5801,41773
朴子溪生態,120.17639,23.459623,18083
嘉義童年渡假村,120.53598,23.47295,31183
綠盈牧場,120.54238,23.42995,32105
三代木,120.8021,23.5089,N/A
吳鳳故居,120.5116,23.49766,28570
福美吊橋,120.67339,23.37683,N/A
,0,0,N/A
舉杯邀樂,120.294,23.46874,4541
達邦達德安生態區,120.74877,23.454009,64728
龍美景觀步道,120.644,23.4163,45009
社團國小-諸羅樹蛙,120.49571,23.617652,39428
明華溼地,120.44522,23.59801,28115
蒜頭糖廠五分車站,120.29898,23.47875,5998
仙井瀑布,120.64065,23.43483,42864
品皇咖啡博物館,120.33337,23.44167,3401
天長地久橋,120.60812,23.43878,39950
縣定古蹟義竹翁清江宅,120.24347,23.33423,28990
太興休閒農業園區,120.6343,23.55016,72921
松卡,120.29378,23.46621,5210
龍雲休閒農場,120.7012,23.48244,58247
竹崎公園-天空走廊,120.54862,23.524821,34008
新港香藝文化館,120.35115,23.53729,23950
竹崎公園-花仙子步道,120.54841,23.524315,33970
梅嶺美術館,120.2533,23.46694,9107
竹崎公園,120.5469,23.5241,33801
新港文化館25號倉庫,120.34398,23.55559,21471
情人公園,120.58958,23.30195,154336
隆天宮,120.4833,23.61622,37672
北回歸線天文廣場,120.4163,23.45356,12100
受鎮宮,120.8106,23.51756,N/A
劉家古樓,120.4262,23.53038,24647
竹坑溪步道,120.66959,23.55067,93243
縣定古蹟琴山河合博士旌功碑,120.808,23.51726,N/A
縣治特區,120.29323,23.45912,4451
高跟鞋教堂,120.14872,23.37844,30015
雅吾瑪斯步道,120.7011,23.4623,57704
頂湖步道,120.71876,23.49023,N/A
徐徐品創,120.56081,23.5821,42103
東石漁人碼頭,120.13488,23.45128,21940
嘉義縣自然史教育館,120.3449,23.55582,21474
慈化寺,120.24435,23.33428,28890
板頭社區舊河道文化會館,120.3231,23.564876,20405
東石自然生態展示館,120.16075,23.508991,23955
生力農場,120.66441,23.43167,50040
歷史建築國家廣播文物館,120.4289,23.56584,26501
觸口自然教育中心,120.55955,23.453126,32647
老楊方城市觀光工廠,120.51027,23.58334,42367
曾文寺七寶塔,120.5999,23.29537,154114
瑞里社區,120.67368,23.5393,88937
達德安自然生態區,120.7393,23.44466,N/A
洲南鹽場,120.16737,23.384,24932
板陶窯,120.2318,23.29456,46802
獨角仙農場,120.54934,23.41491,N/A
松山土窯羊肉,120.483,23.53887,38635
卡普秀觀光工廠,120.4488,23.522715,23552
牛將軍廟,120.38783,23.4962,11189
縣定古蹟朴子水塔,120.25041,23.46838,9810
歷史建築貞愛親王殿下御上陸紀念之碑,120.1569,23.37807,26905
縣定古蹟東石郡役所,120.2464,23.46519,10103
白馬亭,120.60211,23.29186,N/A
大埔老街,120.5936,23.29476,153530
安靖古道,120.572,23.55638,41144
竹崎鹿滿客家文化園區,120.53584,23.50183,30627
太平社區,120.6032,23.56068,60973
大凍山觀賞日出,120.4876,23.45463,24804
穿梭神木之間,120.28092,23.46674,6339
伊斯基安娜自然生態區,120.7774,23.43348,N/A
船仔頭藝術村,120.225,23.47044,13822
南靖糖廠,120.3829,23.41526,12316
太和風景區,120.7246,23.53932,N/A
八仙山寶林禪寺,120.504,23.54093,57115
草蘭溪攔沙壩大瀑布,120.648,23.29628,N/A
鹿滿菸樓,120.53157,23.504046,31147
石鼓盤峭壁藝術林,120.744,23.60253,N/A
石棹,120.6971,23.47568,56535
國立中正大學,120.4752,23.56261,35054
歷史建築後寮羅氏宗祠,120.3625,23.41128,13871
朴子溪自行車道,120.2997,23.47947,5992
布袋漁港,120.15828,23.38145,26951
北崙彩繪村,120.3574,23.59248,26295
卡羅爾銅管樂器觀光工廠,120.5033,23.58157,41700
太平竹林茶坊,120.60598,23.56079,61277
瑞奮古道,120.71209,23.464115,58150
荷苞嶼生態園區,120.28262,23.44536,6174
來吉部落,120.7397,23.53074,N/A
新塭嘉應廟,120.1603,23.32695,36849
林業試驗所中埔研究中心,120.4485,23.48899,16140
縣定古蹟阿里山貴賓館,120.8091,23.50914,N/A
達邦遊客中心與鄒族自然文化中心,120.74884,23.45398,64683
慶誠宮,120.4296,23.5564,25466
鳥占亭步道,120.75004,23.45454,64536
二尖山,120.6189,23.58396,N/A
國定古蹟水仙宮,120.3088,23.56181,21413
德源禪寺,120.5135,23.49683,28410
天書,120.29262,23.46248,4751
大埔拱橋,120.63039,23.303,71891
太和社區,120.70706,23.53364,N/A
中央廣播電台民雄分台日式宿舍區,120.42952,23.56098,25961
觸口行政暨遊客中心,120.59681,23.44184,36775
大士爺廟,120.4292,23.55621,25501
太保精緻溫室農業,120.3323,23.45804,2214
水社寮風景區,120.6597,23.5042,76545
隙頂之星步道,120.65244,23.42343,49185
梅山汗路藝文生態館,120.56065,23.58585,42503
滿竹自行車道,120.54501,23.509646,32034
德興里老厝,120.26294,23.47318,9058
梅山公園-文學步道,120.55831,23.578415,41478
南靖火車站,120.38644,23.41352,11910
六家佃長壽橋,120.29591,23.48241,6039
巃頂步道,120.67237,23.44101,52071
大林糖廠,120.4574,23.61127,32316
中寮安溪城隍廟,120.3154,23.39755,17598
斯比斯比鐵達尼峭岩,120.7352,23.53152,N/A
達邦,120.7496,23.45479,64676
獨立山古道,120.5956,23.52423,38952
瑞峰大窯茶園,0,0,N/A
內葉翅吊橋,120.63787,23.300515,72898
登雲書院遺址,120.3504,23.55362,22357
二萬平風景區,120.7898,23.50807,N/A
禪林寺,120.5639,23.58108,42751
綠色隧道,120.6834,23.54314,90203
三界埔社區,120.4778,23.43359,N/A
布袋觀光漁市,120.1556,23.37972,30350
笨港口港口宮,120.18605,23.49541,20322
茶鄉濃情展示館,120.55877,23.581612,41895
鰲鼓溼地,120.14767,23.50766,25199
